stop_id,stop_code,stop_name,stop_desc,stop_lat,stop_lon,zone_id,stop_url,location_type,parent_station
10407,3785,Olatzar,,43.1525,-2.87049,3,,0,
10409,4922,Babcock El Juncal,,43.2978,-3.01352,2,,0,
10410,9009,Bolibar,,43.2496,-2.54927,5,,0,
10411,3520,Max Center N - 634,,43.2877,-3.00697,2,,0,
10412,1026,Enrique Ibarreta Santutxu,,43.2547,-2.91014,1,,0,
10413,3818,Bernaola,,43.1226,-2.73844,3,,0,
10414,4914,Primero De Mayo 32,,43.3014,-3.03367,2,,0,
10415,5481,Maspe 4,,43.1739,-2.63889,4,,0,
10416,1017,Aixerrota / El Molino,,43.2784,-2.93463,2,,0,
10417,3127,Las Carreras Ambrosio De Los Heros 42,,43.3191,-3.09778,3,,0,
10418,4716,Iturribaltzaga,,43.3456,-2.83813,3,,0,
10420,9014,Triano,,43.2956,-3.06856,2,,0,
10421,4750,La Rigada,,43.3358,-3.14328,3,,0,
10422,3632,Bekokale,,43.3119,-2.46375,5,,0,
10423,4625,Andra Mari,,43.3,-2.75286,3,,0,
10424,5558,Teknologia - Parkea Euskaltel,,43.2945,-2.8612,2,,0,
10425,3862,Udaletxea / Ayuntamiento,,43.2454,-2.8938,2,,0,
10426,2195,Zabalburu Juan De Garay,,43.2563,-2.93322,1,,0,
10427,4073,Las Llanas Plaza,,43.1614,-3.10352,3,,0,
10428,5177,Igorreko Industrialdea,,43.1583,-2.77317,3,,0,
10429,4543,Egi,,43.3012,-2.47319,5,,0,
10430,5288,Faoeta,,43.2948,-2.9532,2,,0,
10431,3906,Zeharkalea 1,,43.1864,-2.50488,5,,0,
10432,1018,Ostalaritza Eskola / Escuela Hosteleria,,43.2797,-2.94147,1,,0,
10433,1022,Egirletabekoa Baserriak / Caserios,,43.2779,-2.90112,1,,0,
10434,3949,Zuazo,,43.2291,-2.85332,2,,0,
10435,4755,La Rigada,,43.3359,-3.14393,3,,0,
10436,5271,Mendikoi Hotel Laia,,43.2934,-2.87289,2,,0,
10437,4309,Ibinaga Los Angeles,,43.3971,-2.63379,5,,0,
10438,0608,Gran Via 63 Renault,,43.2641,-2.94072,1,,0,
10439,0603,San José Plaza Elcano 5,,43.264,-2.9356,1,,0,
10440,5327,Altzaga - Erandiogoikoa Basabe,,43.3014,-2.96898,2,,0,
10441,4769,Kiroldegia / Polideportivo,,43.3224,-3.11814,3,,0,
10442,0113,Sarrikoko Biribilgunea / Rotonda De Sarriko,,43.2734,-2.95537,1,,0,
10443,4117,Elexalde Udaletxea / Ayuntamiento,,43.415,-2.93302,3,,0,
10444,3884,Gurutziaga,,43.1277,-2.53989,5,,0,
10445,5514,Valle,,43.3422,-3.08326,3,,0,
10446,3117,Astola,,43.1613,-2.61187,4,,0,
10447,4350,Sarrikola,,43.2546,-2.79849,3,,0,
10448,5058,Vía Galindo 12 Inem,,43.3069,-3.00842,2,,0,
10449,4317,Apraiz,,43.3875,-2.63149,5,,0,
10450,4268,Lorategieta,,43.3193,-2.66884,4,,0,
10451,4339,Larrabetzu,,43.2618,-2.7962,3,,0,
10452,3646,Eitua Industrialdea Pastor Gorbea,,43.1671,-2.59281,5,,0,
10453,4845,Okeluri,,43.1177,-2.91131,4,,0,
10454,3167,Euba,,43.1956,-2.69672,3,,0,
10455,4671,Beasko - Maurolas,,43.3289,-2.8703,3,,0,
10456,3963,Anbulatorioa,,43.234,-2.8446,2,,0,
10457,3381,Alturriaga,,43.0436,-3.00453,4,,0,
10458,4968,Igerilekuak / Piscinas,,43.3275,-3.02701,2,,0,
10459,4663,Trobika Auzoa,,43.3587,-2.8353,3,,0,
10460,4364,Modesene Hilerria / Cementerio,,43.3555,-2.91181,3,,0,
10461,3283,Aixarte Bekoa Ikastola,,43.2044,-2.89268,2,,0,
10462,5424,Asua Plaza Sangroniz,,43.3008,-2.94151,2,,0,
10463,5076,Atxabiribil Bidegurutzea / Cruce,,43.3855,-2.98433,3,,0,
10464,3822,Kaltzada,,43.1329,-2.7456,3,,0,
10465,4038,Ugarte,,43.3664,-2.87736,3,,0,
10466,3820,Santuru,,43.1482,-2.76288,3,,0,
10467,3950,Olabarrieta Poblado Firestone,,43.2373,-2.87085,2,,0,
10468,4239,Sodupe Herriko Enparantza,,43.2001,-3.04844,3,,0,
10469,4893,Errepelega / Repelega Anbulatorioa,,43.3144,-3.01657,2,,0,
10470,4352,Gaztelu,,43.2718,-2.78378,3,,0,
10471,5197,Zubia / Puente Geltokia / Estación,,43.2238,-3.16933,3,,0,
10472,4187,Areeta 9 Eliza / Iglesia,,43.3267,-3.01573,2,,0,
10473,5315,Ibañez Betolatza,,43.2955,-2.96885,2,,0,
10474,4491,Olalde,,43.4166,-2.90469,3,,0,
10475,4730,Angiz,,43.3038,-2.54623,5,,0,
10476,5369,Asua La Avanzada 9,,43.3027,-2.94639,2,,0,
10477,5440,Vizcaya Ikastetxea,,43.2844,-2.89585,2,,0,
10478,3114,Zelaieta,,43.1504,-2.61061,4,,0,
10479,4765,Pobeña,,43.3452,-3.12578,3,,0,
10480,4690,Blankone,,43.3407,-2.80933,3,,0,
10481,3333,Los Angeles Auzoa,,43.2821,-2.98026,2,,0,
10482,0624,La Casilla Autonomia 50,,43.2578,-2.94288,1,,0,
10483,1044,Lutxana Ribera De Elorrieta,,43.2884,-2.96929,1,,0,
10484,5438,Bilbobarri,,43.2874,-2.89225,2,,0,
10485,9000,Carlos VII Los Angeles Kafetegia,,43.3171,-3.02274,2,,0,
10486,0902,Plaza Levante Lehendakari Aguirre 179,,43.2818,-2.96312,1,,0,
10487,4195,Salsidu 39 Getxoi,,43.3536,-3.0043,2,,0,
10488,1048,Orueta,,43.2653,-2.90274,1,,0,
10489,3115,Zubibitarte,,43.1685,-2.6122,4,,0,
10490,3972,La Olla,,43.2905,-3.1299,3,,0,
10491,4718,La Bilbaina Urbide,,43.3292,-2.85214,3,,0,
10492,4399,Ondiz,,43.3275,-2.99124,2,,0,
10493,5277,Jose Luis Goioaga Axpeko Dartsena,,43.309,-2.97727,2,,0,
10494,3396,Plaza Garay Junto Al Ayuntamiento,,43.1221,-3.13056,4,,0,
10495,3637,Iturritza,,43.1698,-2.57479,5,,0,
10496,3629,Atxurra,,43.3244,-2.4932,5,,0,
10497,4913,Primero De Mayo Udaletxea / Ayuntamiento,,43.3046,-3.0369,2,,0,
10498,4886,Doctor Areilza Parkea,,43.3251,-3.021,2,,0,
10499,3131,Las Postas,,43.3215,-3.06833,3,,0,
10500,5151,Arrazola Elizondo,,43.1002,-2.5803,5,,0,
10501,4442,Luis Bilbao Libano,,43.323,-2.9859,2,,0,
10502,3853,Biax,,43.382,-2.57659,5,,0,
10503,4523,Mallabarrena,,43.1876,-2.52951,5,,0,
10504,4365,Elizalde,,43.3523,-2.90779,3,,0,
10505,4631,Zugarreta,,43.3131,-2.74672,3,,0,
10506,5169,Bolibar Egoitza,,43.1193,-2.76811,4,,0,
10507,3738,Ugarte,,43.128,-2.77827,3,,0,
10508,3923,Erletxeta Jatetxea,,43.2365,-2.80535,2,,0,
10509,4426,Ehu Oteiza Plaza,,43.331,-2.97014,2,,0,
10510,5525,Digipen Cabot,,43.3506,-3.07664,3,,0,
10511,4266,Saraspe Plaza,,43.3117,-2.67889,4,,0,
10512,5299,Erandiogoikoa,,43.3081,-2.95446,2,,0,
10513,4873,La Florida,,43.318,-3.02642,2,,0,
10514,5090,Mercadillo 26,,43.2644,-3.15322,3,,0,
10515,4453,Artea,,43.3421,-2.99244,2,,0,
10516,4043,Igartua,,43.3768,-2.88554,3,,0,
10517,5285,Ribera De Erandio,,43.2966,-2.97409,2,,0,
10518,3886,San Agustín,,43.1309,-2.55867,5,,0,
10519,4393,Santimami Eroski,,43.3192,-2.9739,2,,0,
10520,4542,Egi,,43.304,-2.47204,5,,0,
10521,4002,Gamiz,,43.3268,-2.81832,3,,0,
10522,4786,Autonomía,,43.3193,-3.12298,3,,0,
10523,3537,San Telmo,,43.4041,-2.95363,3,,0,
10524,5166,Gane,,43.2123,-2.8102,3,,0,
10525,4822,Atxondo,,43.1288,-2.92322,4,,0,
10526,5125,Mendi Ondo Gasolindegia / Gasolinera,,43.366,-2.92885,3,,0,
10527,4401,Donibane / San Juan Kontserbatorioa,,43.3239,-2.98429,2,,0,
10528,4881,Errepelega / Repelega,,43.3139,-3.01653,2,,0,
10529,5541,Lexartza,,43.3149,-2.6533,5,,0,
10530,4766,Geltokia / Estación,,43.3219,-3.11287,3,,0,
10531,3192,Ategorri,,43.2269,-2.73093,3,,0,
10532,3433,Altui,,43.122,-2.98343,4,,0,
10533,4215,Bidezabal Metro,,43.3568,-3.0121,2,,0,
10534,4632,Errota,,43.299,-2.74513,3,,0,
10535,4731,Aulestia Plaza,,43.2972,-2.56286,5,,0,
10536,3369,San Ignacio Vicente Alexandre,,43.2838,-2.99043,2,,0,
10537,3256,Arbide,,43.1624,-2.93091,3,,0,
10538,4664,Billela,,43.3707,-2.8565,3,,0,
10539,4269,Lorategieta,,43.3192,-2.66823,5,,0,
10540,5184,Avenida Bilbao,,43.1699,-2.54933,5,,0,
10541,5513,Portua / Puerto,,43.3504,-3.08205,3,,0,
10542,5519,La Arena / Ondarra,,43.3488,-3.11235,3,,0,
10543,3532,Goierri,,43.3956,-2.97406,3,,0,
10544,5297,Altzaga - Erandiogoikoa Irubideta,,43.3045,-2.96228,2,,0,
10545,4358,Iturrikoetxe,,43.2608,-2.79712,3,,0,
10546,4142,Ollaretxe 33 El Redentor,,43.3561,-3.00721,2,,0,
10547,3156,Particular De San Pedro,,43.2241,-2.73923,3,,0,
10548,4188,Bizkaia Zubia / Puente Bizkaia,,43.3238,-3.01558,2,,0,
10549,5253,Tabernabarri,,43.3049,-2.88332,2,,0,
10550,4007,Duene,,43.3234,-2.81635,3,,0,
10551,3338,Kareaga,,43.2864,-3.00415,2,,0,
10552,4740,Bengoetxe,,43.3223,-2.54191,5,,0,
10553,4279,Lariz,,43.3401,-2.52331,5,,0,
10554,5305,Saratseta,,43.299,-2.9639,2,,0,
10555,4202,Ibaizabal Txikia Plaza,,43.3506,-3.00288,2,,0,
10556,5171,Urkizu,,43.1837,-2.77446,3,,0,
10557,5024,Nocedal,,43.319,-3.06232,2,,0,
10558,4079,Sandamendi,,43.1779,-3.07946,3,,0,
10559,4470,Bolunburu,,43.2124,-2.75701,3,,0,
10560,4801,Kamiñazpi,,43.3214,-2.43104,5,,0,
10561,3203,Oleta,,43.3437,-2.5054,5,,0,
10562,4702,Karmelo Etxegarai,,43.363,-2.85218,3,,0,
10563,3263,Bakiola,,43.1794,-2.91414,3,,0,
10564,3169,Ibarguren,,43.2026,-2.71189,3,,0,
10565,4948,Uzabal Athletic,,43.2758,-2.84281,2,,0,
10566,3577,Lantzarte,,43.361,-2.99709,2,,0,
10567,4933,Galindo,,43.305,-3.01653,2,,0,
10568,3958,Kortederra,,43.2311,-2.7788,2,,0,
10569,3849,Bedarona,,43.3775,-2.57066,5,,0,
10570,3592,Sollube Gane,,43.405,-2.76035,4,,0,
10571,0539,Zumalakarregi Panera,,43.2647,-2.91859,1,,0,
10572,5036,Chavarri 111 Arboleda,,43.3123,-3.0076,2,,0,
10573,3147,Los Heros,,43.3293,-3.07283,3,,0,
10574,3742,Igertza,,43.1367,-2.7978,3,,0,
10575,4742,Mendikoetxe,,43.3149,-2.54084,5,,0,
10576,3163,Euba,,43.1956,-2.69722,3,,0,
10577,4579,Elexalde,,43.3458,-2.48566,5,,0,
10578,3540,Azalakopozo Bideondo,,43.4015,-2.97188,3,,0,
10579,3783,Zautuola,,43.1477,-2.85548,3,,0,
10580,4932,Funikular Kalea,,43.3036,-3.03857,2,,0,
10581,4870,General Castaños 19,,43.3202,-3.01938,2,,0,
10582,3648,Eitua Industrialdea Estampados,,43.1672,-2.58505,5,,0,
10583,4477,Zubi Ziku,,43.2062,-2.77103,3,,0,
10584,5403,Aireportua / Aeropuerto Irteerak / Salidas,,43.3053,-2.90556,2,,0,
10585,0401,Zumalakarregi Etxebarria Parkea,,43.2607,-2.91486,1,,0,
10586,4096,Sandamendi Pontón,,43.1789,-3.08501,3,,0,
10587,4681,Zabalondo Industrialdea,,43.3394,-2.86081,3,,0,
10588,3441,Areta Eliza / Iglesia,,43.1472,-2.94439,4,,0,
10589,4191,Av. Del Angel 18,,43.3586,-3.01619,2,,0,
10590,5269,Geldo,,43.3001,-2.8717,2,,0,
10591,5149,Santiago,,43.109,-2.58475,5,,0,
10592,4272,Errenteria,,43.318,-2.67459,4,,0,
10593,4482,Lastarri,,43.4022,-2.9072,3,,0,
10594,9025,Gallarta,,43.3176,-3.07511,3,,0,
10595,5309,Erandiondo,,43.3032,-2.95508,2,,0,
10596,3394,Garay 25 Gasolinera,,43.1235,-3.12208,4,,0,
10597,4006,Bekoetxebarri,,43.3138,-2.81324,3,,0,
10598,3765,Telleritxu,,43.1582,-2.88179,3,,0,
10599,5148,Artzia,,43.1118,-2.58606,5,,0,
10600,9032,Mijoa Industrialdea,,43.3082,-2.39754,5,,0,
10601,3294,Severo Ochoa Kiroldegia / Polideportivo,,43.2099,-2.88659,2,,0,
10602,5457,Elejalde,,43.3353,-2.67638,4,,0,
10603,3123,Lebario,,43.1658,-2.60471,4,,0,
10604,5425,Berreteaga,,43.298,-2.91911,2,,0,
10605,4627,Aretxabalegana Morga Gane,,43.2838,-2.75777,3,,0,
10606,0627,Autonomía 20,,43.2575,-2.93791,1,,0,
10607,5296,Magdalenabidea Ikatza,,43.3244,-2.95818,2,,0,
10608,4161,Zientoetxe 9 Karmelitak / Carmelitas,,43.3665,-3.01806,2,,0,
10609,4586,Emerando,,43.3804,-2.79079,3,,0,
10610,3844,Altxikerre,,43.3808,-2.5828,5,,0,
10611,4580,Zelaia,,43.3466,-2.48718,5,,0,
10612,5504,Loibe,,43.2435,-2.99178,2,,0,
10613,5218,Ibarra La Madalena,,43.2047,-3.14439,3,,0,
10614,5019,San Antón,,43.3083,-3.03416,2,,0,
10615,3139,El Bao,,43.3212,-3.08075,3,,0,
10616,4906,San Juan De Dios Ospitalea / Hospital,,43.3248,-3.02353,2,,0,
10618,4419,Iturriondo Metro Leioa,,43.3186,-2.99135,2,,0,
10619,4987,Sabino Arana,,43.3304,-3.03524,2,,0,
10620,0267,Kastrexana Industrialdea,,43.2613,-2.97156,1,,0,
10621,3804,Artzubi,,43.147,-2.75939,3,,0,
10622,4045,Herriko Enparantza 28,,43.3498,-2.65167,5,,0,
10623,4832,Beraza,,43.1052,-2.90483,4,,0,
10625,4265,Carlos Gangoiti Villa Argentina,,43.3185,-2.67895,4,,0,
10626,3314,Goikolea,,43.404,-2.81142,4,,0,
10627,9004,San Bartolomé 1,,43.2949,-3.00129,2,,0,
10628,3937,Uraska,,43.229,-2.81883,2,,0,
10629,3610,Itxurriandia Mikel Deuna,,43.4182,-2.74582,4,,0,
10630,4638,Ariatza,,43.2709,-2.68554,4,,0,
10631,5336,Altzaga - Erandiogoikoa Uribarri,,43.3038,-2.9598,2,,0,
10632,4644,Elexalde,,43.2923,-2.70795,4,,0,
10633,3834,Natxitua,,43.381,-2.61381,5,,0,
10634,3848,Bedarona,,43.3775,-2.5708,5,,0,
10635,4234,Lambarri,,43.2064,-3.08331,3,,0,
10636,4798,Korostondo,,43.0508,-2.66096,5,,0,
10637,9017,Oruezabaleta,,43.1751,-2.60698,4,,0,
10638,4784,La Arena / Ondarra,,43.3469,-3.11475,3,,0,
10639,5329,Altzaga - Erandigoikoa Artetxe,,43.3042,-2.96275,2,,0,
10640,4490,Goiko Errota,,43.4247,-2.90088,3,,0,
10641,5456,Teknologia - Parkea Arteaga,,43.2855,-2.85879,2,,0,
10642,3955,Txomin Egileor Mercadillo,,43.2296,-2.85988,2,,0,
10643,4760,Autonomía,,43.3188,-3.12341,3,,0,
10644,3374,Alturriaga,,43.0433,-3.00474,4,,0,
10645,5255,Mungialde Etorbidea 1,,43.2918,-2.88872,2,,0,
10646,3347,Obispo Olaetxea 18,,43.2903,-2.97554,2,,0,
10647,1055,Ribera De Elorrieta,,43.2852,-2.96718,1,,0,
10648,4240,Padura,,43.1951,-3.04779,3,,0,
10649,5180,Garbe,,43.1605,-2.78454,3,,0,
10650,4252,Iorgi 42,,43.2058,-3.04642,3,,0,
10651,3938,Udaletxea / Ayuntamiento,,43.2308,-2.84031,2,,0,
10652,4106,Las Llanas Ermita,,43.1634,-3.10241,3,,0,
10653,3509,Landeta Goikoa,,43.2933,-2.98918,2,,0,
10654,3187,Gumuzio,,43.2309,-2.76678,3,,0,
10655,3803,Artzubi,,43.147,-2.75949,3,,0,
10656,4889,Campanzar,,43.3228,-3.02845,2,,0,
10657,5447,Teknologia - Parkea Itp,,43.2912,-2.85804,2,,0,
10658,3561,Urbi 47,,43.2372,-2.87743,2,,0,
10659,3552,Gernika 5 Abaro,,43.2229,-2.88825,2,,0,
10660,4923,Ugarte El Juncal,,43.2917,-3.01485,2,,0,
10661,5531,Eleizalde,,43.2973,-2.63753,5,,0,
10662,3269,Olatxu,,43.3276,-2.76221,3,,0,
10663,0208,Maurice Ravel Teléfonica,,43.2676,-2.91852,1,,0,
10664,3122,Gerediaga,,43.1699,-2.60544,4,,0,
10665,3851,Mendiola,,43.3727,-2.56354,5,,0,
10666,5080,Gatzarriñe Metro Larrabasterra,,43.3758,-2.99109,3,,0,
10667,4190,Telletxe 40,,43.3557,-3.0118,2,,0,
10668,3964,Bizkai,,43.2325,-2.84063,2,,0,
10669,4321,Garagarreta,,43.3664,-2.56018,5,,0,
10670,3613,Itxurriandia Mikel Deuna,,43.4181,-2.74538,4,,0,
10671,4136,Sertutxe,,43.4171,-2.92658,3,,0,
10672,9028,Urreta,,43.2341,-2.84919,2,,0,
10673,4514,Goitondobekoa Hambre,,43.1945,-2.52137,5,,0,
10674,4919,Babcock El Juncal,,43.298,-3.01322,2,,0,
10675,4704,Landabarrena,,43.3893,-2.79922,3,,0,
10676,3760,Ugunagane,,43.1121,-2.76305,4,,0,
10677,4927,Arkotxa,,43.3002,-3.031,2,,0,
10678,0110,Bidarte Lehendakari Aguirre 42,,43.2722,-2.9508,1,,0,
10679,3141,Sanfuentes Kotxetegia / Cocheras,,43.3252,-3.07292,3,,0,
10680,0605,Alameda Recalde 11,,43.2667,-2.93333,1,,0,
10681,3202,Oleta,,43.3438,-2.50547,5,,0,
10682,5281,Axpeko Erribera,,43.3128,-2.98327,2,,0,
10683,4590,Emerando Gane,,43.3848,-2.77801,3,,0,
10684,5212,La Llana,,43.2168,-3.14177,3,,0,
10685,4041,Gorordo,,43.3696,-2.88418,3,,0,
10686,3912,Mandaluiz,,43.3398,-2.79012,3,,0,
10687,3495,Ametzaga 10,,43.2821,-2.99364,2,,0,
10688,4763,Oyancas,,43.3259,-3.123,3,,0,
10689,3259,Arbide,,43.1625,-2.93066,3,,0,
10690,5429,Arteaga,,43.2843,-2.86423,2,,0,
10691,4725,Beko Kale Torrebillela,,43.3534,-2.84877,3,,0,
10692,3199,Arbitxa,,43.3373,-2.51447,5,,0,
10693,3180,Astepe,,43.2129,-2.7419,3,,0,
10694,5426,La Ola,,43.2911,-2.92532,2,,0,
10695,5168,Areatza,,43.1212,-2.76975,4,,0,
10696,4729,Bengoetxe,,43.3221,-2.54197,5,,0,
10697,0105,Bidarte Lehendakari Aguirre 33,,43.272,-2.95102,1,,0,
10698,5347,Mezo 24 Farmazia,,43.3163,-2.98234,2,,0,
10699,5427,Lekunbiz,,43.2879,-2.87714,2,,0,
10700,5310,Asua Makro,,43.3038,-2.94908,2,,0,
10701,4484,Armintzekalde,,43.4318,-2.89711,3,,0,
10702,3208,Munitibar,,43.2658,-2.59222,5,,0,
10703,4983,El Calero,,43.3461,-3.06995,3,,0,
10704,3205,Olarra,,43.1491,-2.7896,3,,0,
10705,4994,Mamariga 139,,43.3326,-3.04017,2,,0,
10706,4285,Elexalde,,43.331,-2.53719,5,,0,
10707,5545,Torrelarragoiti,,43.2788,-2.85062,2,,0,
10708,5240,Mendieta Biribilgunea / Rotonda,,43.212,-2.88326,2,,0,
10709,3100,Matiena San Blas,,43.1694,-2.60822,4,,0,
10710,4779,Cobaron,,43.3454,-3.14695,3,,0,
10711,3845,Altxikerre,,43.381,-2.58251,5,,0,
10714,4728,Palado,,43.3534,-2.84089,3,,0,
10715,4669,Elgezabal Hornigailua / Surtidor,,43.3367,-2.83553,3,,0,
10716,3830,Olleria,,43.1713,-2.62707,4,,0,
10717,4113,Orabille,,43.417,-2.91732,3,,0,
10718,4284,Okamika,,43.3301,-2.54301,5,,0,
10719,5074,Ander Deuna Ermita,,43.3905,-2.97867,3,,0,
10720,5350,Mezo 68 - 70 Bistalai,,43.3146,-2.96991,2,,0,
10721,4166,Salsidu Basotxi,,43.3558,-3.00135,2,,0,
10722,9001,Bildosola Industrialgunea,,43.1386,-2.78397,3,,0,
10723,4639,Zugastieta,,43.2521,-2.6934,4,,0,
10724,4511,Areitiogana,,43.1825,-2.53256,5,,0,
10725,9033,Saturraran,,43.3152,-2.41136,5,,0,
10726,5251,Artebakarra,,43.3183,-2.87713,2,,0,
10727,3106,Matiena San Blas,,43.1696,-2.60807,4,,0,
10728,5563,Campanzar,,43.3222,-3.02953,2,,0,
10729,4947,Kurutzea / La Cruz,,43.2765,-2.84538,2,,0,
10730,3819,Bernaola,,43.1227,-2.73862,3,,0,
10731,4609,Usila Industrialdea,,43.1841,-2.90109,3,,0,
10732,3161,Ibarguren,,43.2025,-2.71193,3,,0,
10733,3207,Zelaia,,43.1568,-2.78936,3,,0,
10734,4273,Errenteria,,43.318,-2.67436,4,,0,
10735,3279,Madariaga,,43.3423,-2.77828,3,,0,
10736,0210,Maurice Ravel Begiratokia / Mirador,,43.2699,-2.92279,1,,0,
10737,5304,Ibañez Betolatza,,43.2954,-2.96865,2,,0,
10738,0203,Campo Volantín 1 Udaletxea / Ayuntamiento,,43.264,-2.92359,1,,0,
10739,0543,Areatza / Arenal San Nikolas,,43.2604,-2.92303,1,,0,
10740,9013,Las Calizas,,43.3033,-3.07815,3,,0,
10741,4855,Rotonda De Plentzia,,43.4051,-2.94884,3,,0,
10742,4808,Egoitza / Residencia,,42.9924,-3.00986,5,,0,
10743,3921,Askarri,,43.2328,-2.81528,2,,0,
10744,4825,Unibaso,,43.0972,-2.878,4,,0,
10745,0260,Zorrotza - Kastrexana Flex,,43.2713,-2.97453,1,,0,
10746,3466,La Paz 14 Anbulatorioa,,43.2803,-2.98644,2,,0,
10747,4395,Elexalde Auzo Etxea / Centro Cívico,,43.3258,-2.98685,2,,0,
10748,4524,Urtiaga Industrialdea Ges,,43.1861,-2.52002,5,,0,
10749,4126,Sagastikoetxe Biribilgunea / Rotonda,,43.4046,-2.93317,3,,0,
10750,4974,Iparragirre Repsol,,43.3431,-3.06095,2,,0,
10751,4965,Cabieces,,43.3218,-3.03749,2,,0,
10752,4985,Landeta San Juan,,43.3376,-3.04624,2,,0,
10753,4099,Largatxa,,43.1542,-3.10638,3,,0,
10754,5030,Urbinaga La Naval,,43.3065,-2.98934,2,,0,
10755,3815,Elgabide,,43.106,-2.72082,3,,0,
10756,5162,Torre,,43.1024,-2.58083,5,,0,
10757,4406,J. M. Barandiaran Institutua,,43.3339,-2.97406,2,,0,
10758,3378,Saratxo Eliza / Iglesia,,43.0236,-3.01079,4,,0,
10759,3925,Olabarri,,43.232,-2.82453,2,,0,
10760,3110,San Antolín,,43.1372,-2.59591,4,,0,
10761,4360,Urkulu,,43.2507,-2.80161,3,,0,
10762,3946,Erdikoetxea Gasolindegia / Gasolinera,,43.2325,-2.79342,2,,0,
10763,3111,San Antolín,,43.1372,-2.5957,4,,0,
10764,3940,Abusu,,43.2298,-2.83371,2,,0,
10765,5357,Sakoni,,43.3003,-2.95864,2,,0,
10766,4650,Bidakurtze,,43.2933,-2.71362,4,,0,
10767,3342,Balejo,,43.2835,-2.98333,2,,0,
10768,3962,Urreta,,43.2339,-2.84906,2,,0,
10769,4709,Llona,,43.3441,-2.8149,3,,0,
10770,4286,Leguarri,,43.3336,-2.53484,5,,0,
10771,3733,Herriko Plaza,,43.1324,-2.78288,3,,0,
10772,3915,Aperribai,,43.24,-2.87385,2,,0,
10773,3550,Gernika 46 San Migel,,43.2194,-2.88748,2,,0,
10774,4743,Ibarrola,,43.2928,-2.5765,5,,0,
10775,5264,Abeletxea / Granja,,43.2947,-2.86866,2,,0,
10776,4703,Ereñotzaga,,43.3803,-2.80122,3,,0,
10777,5152,Iturralde,,43.1052,-2.58285,5,,0,
10778,4713,La Bilbaina Auzo - Etxea / Centro Cívico,,43.3248,-2.85022,3,,0,
10779,4407,Sarriena Irlandesas,,43.3338,-2.98276,2,,0,
10780,5007,Catalina Gibaja 40,,43.3105,-3.05632,2,,0,
10781,3581,Elexalde Udaletxea / Ayuntamiento,,43.3632,-2.99587,2,,0,
10782,3302,Kurtzikene,,43.4083,-2.81408,4,,0,
10783,4027,Ugarte,,43.3662,-2.87739,3,,0,
10784,3731,Bildosola,,43.1437,-2.78723,3,,0,
10785,5048,Las Llanas,,43.3097,-3.00928,2,,0,
10786,4510,Trabakua,,43.2123,-2.54368,5,,0,
10787,3496,Gorostiza Kiroldegia / Polideportivo,,43.2779,-2.99468,2,,0,
10788,5250,Artebakarra,,43.3184,-2.87692,2,,0,
10789,4010,Garellano,,43.3381,-2.80518,3,,0,
10790,0264,Las Delicias,,43.2551,-2.97249,1,,0,
10791,5037,Iberia,,43.3114,-3.00517,2,,0,
10792,3766,Arkulanda,,43.1557,-2.87821,3,,0,
10793,4591,Emerando Gane,,43.3845,-2.77684,3,,0,
10794,5138,La Penilla,,43.1868,-3.20319,4,,0,
10795,5119,Elortza,,43.3731,-2.95024,3,,0,
10796,3837,Zarakondegi,,43.3701,-2.56545,5,,0,
10797,1016,Artxanda Jesus Maria Ikastetxea,,43.2769,-2.92664,1,,0,
10798,5012,El Minero Anbulatorioa,,43.3084,-3.05113,2,,0,
10799,5244,Asteintza Apaiztegia / Seminario,,43.2896,-2.88245,2,,0,
10800,3575,Lantzarte,,43.3611,-2.99687,2,,0,
10801,4600,Torre De Ugao 8,,43.1815,-2.90248,3,,0,
10802,3579,Sabino Arana 24,,43.366,-2.99946,2,,0,
10803,3576,Elexalde Kultur Etxea / Casa De Cultura,,43.3645,-2.99575,2,,0,
10804,4245,Euskadi Plaza,,43.2126,-3.09559,3,,0,
10805,3142,Sanfuentes Kotxetegia / Cocheras,,43.3251,-3.07305,3,,0,
10806,1046,Mikoleta,,43.2663,-2.89787,1,,0,
10807,5326,Magdalenabidea Errekurtze,,43.3291,-2.95722,2,,0,
10808,4680,Basozabal Basabitxi,,43.3449,-2.85425,3,,0,
10809,1031,Etxearte,,43.2644,-2.88984,1,,0,
10810,4424,Langileria Txopoeta / La Chopera,,43.3194,-2.99467,2,,0,
10811,3416,Esquina Abajo,,43.1016,-3.04648,4,,0,
10812,0485,Zumalakarregi Makua Plaza,,43.2571,-2.91192,1,,0,
10813,4698,La Bilbaina Urbide,,43.3293,-2.8522,3,,0,
10814,4402,Santimami Eroski,,43.3185,-2.97363,2,,0,
10815,4412,Ehu Biblioteka,,43.3307,-2.96897,2,,0,
10816,3842,Beñaga Tres Cruces,,43.3823,-2.61732,5,,0,
10817,5509,Aldanondo Elkartegia,,43.2414,-2.99476,2,,0,
10818,3519,Max Center,,43.29,-3.01073,2,,0,
10819,4516,Trabakua,,43.2102,-2.54586,5,,0,
10820,5096,Mercadillo Udaletxea / Ayuntamiento,,43.2619,-3.15405,3,,0,
10821,3828,Faustekalea,,43.1692,-2.62333,4,,0,
10822,3413,Esquina Abajo,,43.1012,-3.04755,4,,0,
10823,3405,Luiando Oleta,,43.0633,-2.99663,4,,0,
